reporting_period,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,average_delay_mins,arrival_departure_A,arrival_departure_D,scheduled_charter_C,scheduled_charter_S
202202,2,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,41.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,36.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,46.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,65.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,79.0,1,0,1,0
202202,8,0,0,0.0,25.0,50.0,12.5,0.0,12.5,0.0,0.0,0.0,18.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,37.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,32.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,87.0,1,0,1,0
202202,2,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,55.0,1,0,1,0
202202,2,0,0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,19.0,1,0,1,0
202202,8,0,0,0.0,12.5,37.5,37.5,12.5,0.0,0.0,0.0,0.0,18.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,64.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,43.0,1,0,1,0
202202,8,0,0,0.0,62.5,12.5,12.5,0.0,0.0,12.5,0.0,0.0,22.0,1,0,0,1
202202,11,0,0,0.0,9.090909,45.454545,9.090909,27.272727,9.090909,0.0,0.0,0.0,28.0,0,1,0,1
202202,16,0,1,0.0,23.529412,23.529412,11.764706,29.411765,5.882353,0.0,0.0,0.0,22.0,1,0,0,1
202202,2,0,0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,1,0,0,1
202202,8,0,0,0.0,37.5,25.0,25.0,0.0,12.5,0.0,0.0,0.0,17.0,0,1,0,1
202202,5,0,0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,0.0,20.0,0,1,0,1
202202,8,0,0,12.5,25.0,0.0,12.5,25.0,12.5,0.0,12.5,0.0,47.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,29.0,0,1,0,1
202202,11,0,0,9.090909,36.363636,27.272727,9.090909,9.090909,0.0,9.090909,0.0,0.0,19.0,1,0,0,1
202202,6,0,0,0.0,16.666667,50.0,0.0,33.333333,0.0,0.0,0.0,0.0,18.0,1,0,0,1
202202,2,0,0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,23.0,1,0,0,1
202202,7,0,0,0.0,28.571429,28.571429,0.0,28.571429,14.285714,0.0,0.0,0.0,30.0,0,1,0,1
202202,8,0,0,0.0,25.0,50.0,0.0,12.5,12.5,0.0,0.0,0.0,16.0,0,1,0,1
202202,8,0,0,0.0,25.0,37.5,12.5,25.0,0.0,0.0,0.0,0.0,17.0,1,0,0,1
202202,8,0,0,0.0,12.5,50.0,12.5,25.0,0.0,0.0,0.0,0.0,19.0,0,1,1,0
202202,51,0,0,1.960784,29.411765,21.568627,13.72549,25.490196,7.843137,0.0,0.0,0.0,22.0,1,0,0,1
202202,8,0,0,0.0,12.5,25.0,12.5,25.0,25.0,0.0,0.0,0.0,36.0,1,0,0,1
202202,3,0,0,0.0,0.0,66.666667,0.0,33.333333,0.0,0.0,0.0,0.0,21.0,0,1,0,1
202202,15,0,0,6.666667,46.666667,26.666667,6.666667,6.666667,0.0,6.666667,0.0,0.0,17.0,1,0,0,1
202202,22,0,0,4.545455,45.454545,27.272727,4.545455,9.090909,4.545455,4.545455,0.0,0.0,16.0,1,0,0,1
202202,3,0,0,0.0,0.0,0.0,66.666667,33.333333,0.0,0.0,0.0,0.0,36.0,1,0,1,0
202202,4,0,0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,18.0,0,1,0,1
202202,28,0,0,0.0,7.142857,42.857143,17.857143,25.0,7.142857,0.0,0.0,0.0,21.0,0,1,0,1
202202,36,0,13,4.081633,20.408163,32.653061,4.081633,2.040816,8.163265,0.0,2.040816,0.0,21.0,1,0,0,1
202202,48,0,0,58.333333,20.833333,6.25,2.083333,4.166667,0.0,4.166667,4.166667,0.0,18.0,1,0,0,1
202202,26,0,6,9.375,28.125,21.875,9.375,6.25,0.0,6.25,0.0,0.0,20.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,65.0,1,0,0,1
202202,150,0,19,0.0,38.461538,22.485207,9.467456,10.059172,4.733728,1.775148,1.775148,0.0,19.0,0,1,0,1
202202,61,0,0,11.47541,36.065574,27.868852,6.557377,6.557377,3.278689,3.278689,4.918033,0.0,26.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,76.0,1,0,1,0
202202,51,0,1,5.769231,34.615385,26.923077,7.692308,7.692308,13.461538,1.923077,0.0,0.0,21.0,1,0,0,1
202202,59,0,0,0.0,52.542373,27.118644,5.084746,6.779661,3.389831,5.084746,0.0,0.0,16.0,0,1,0,1
202202,3,0,0,0.0,0.0,0.0,66.666667,0.0,33.333333,0.0,0.0,0.0,41.0,1,0,1,0
202202,11,0,0,27.272727,27.272727,18.181818,0.0,9.090909,9.090909,0.0,9.090909,0.0,38.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,133.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,44.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,63.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49.0,0,1,1,0
202202,2,0,0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,90.0,0,1,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,46.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,115.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,335.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,1,0,1,0
202202,2,0,0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,97.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,23.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,174.0,1,0,1,0
202202,16,0,0,0.0,43.75,43.75,6.25,0.0,0.0,0.0,0.0,6.25,28.0,1,0,0,1
202202,15,0,0,13.333333,33.333333,13.333333,20.0,6.666667,0.0,13.333333,0.0,0.0,25.0,1,0,0,1
202202,6,0,0,0.0,33.333333,50.0,0.0,0.0,16.666667,0.0,0.0,0.0,17.0,0,1,0,1
202202,16,0,0,50.0,31.25,6.25,0.0,0.0,6.25,0.0,6.25,0.0,25.0,1,0,0,1
202202,12,0,0,25.0,50.0,8.333333,0.0,0.0,8.333333,8.333333,0.0,0.0,16.0,1,0,0,1
202202,35,0,0,22.857143,28.571429,17.142857,17.142857,2.857143,8.571429,2.857143,0.0,0.0,16.0,1,0,0,1
202202,12,0,0,0.0,16.666667,16.666667,0.0,33.333333,16.666667,16.666667,0.0,0.0,48.0,1,0,0,1
202202,15,0,1,0.0,37.5,31.25,12.5,0.0,0.0,12.5,0.0,0.0,25.0,1,0,0,1
202202,39,0,1,15.0,45.0,15.0,7.5,7.5,5.0,0.0,0.0,2.5,47.0,1,0,0,1
202202,48,0,4,5.769231,36.538462,30.769231,11.538462,1.923077,1.923077,1.923077,1.923077,0.0,17.0,1,0,0,1
202202,27,0,1,0.0,21.428571,46.428571,10.714286,7.142857,3.571429,3.571429,0.0,3.571429,74.0,0,1,0,1
202202,22,0,0,4.545455,50.0,22.727273,9.090909,0.0,9.090909,0.0,4.545455,0.0,24.0,0,1,0,1
202202,45,0,2,2.12766,46.808511,27.659574,4.255319,2.12766,4.255319,4.255319,4.255319,0.0,25.0,1,0,0,1
202202,20,0,1,4.761905,33.333333,19.047619,4.761905,23.809524,4.761905,0.0,4.761905,0.0,29.0,1,0,0,1
202202,22,0,0,4.545455,54.545455,18.181818,4.545455,9.090909,4.545455,4.545455,0.0,0.0,16.0,0,1,0,1
202202,72,0,0,0.0,31.944444,29.166667,13.888889,8.333333,9.722222,5.555556,1.388889,0.0,29.0,1,0,0,1
202202,72,0,0,8.333333,44.444444,22.222222,6.944444,8.333333,5.555556,4.166667,0.0,0.0,17.0,1,0,0,1
202202,2,0,0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,28.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0,1,1,0
202202,6,0,0,0.0,0.0,66.666667,0.0,0.0,16.666667,0.0,0.0,16.666667,86.0,0,1,0,1
202202,10,0,1,0.0,18.181818,36.363636,9.090909,9.090909,18.181818,0.0,0.0,0.0,24.0,1,0,0,1
202202,2,0,0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,81.0,1,0,0,1
202202,40,0,0,2.5,52.5,17.5,10.0,12.5,2.5,0.0,2.5,0.0,17.0,0,1,0,1
202202,51,0,4,0.0,36.363636,30.909091,10.909091,7.272727,3.636364,1.818182,1.818182,0.0,18.0,0,1,0,1
202202,12,0,0,8.333333,66.666667,8.333333,8.333333,0.0,0.0,0.0,8.333333,0.0,24.0,0,1,0,1
202202,3,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0,1
202202,6,0,0,0.0,50.0,33.333333,0.0,0.0,16.666667,0.0,0.0,0.0,17.0,1,0,0,1
202202,13,0,0,0.0,15.384615,38.461538,23.076923,7.692308,7.692308,0.0,7.692308,0.0,33.0,0,1,0,1
202202,3,0,0,0.0,0.0,66.666667,0.0,33.333333,0.0,0.0,0.0,0.0,20.0,0,1,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,43.0,1,0,0,1
202202,2,0,0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,19.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,1,0,0,1
202202,39,0,2,2.439024,39.02439,26.829268,9.756098,9.756098,4.878049,2.439024,0.0,0.0,16.0,1,0,0,1
202202,50,0,2,0.0,34.615385,40.384615,9.615385,3.846154,1.923077,1.923077,3.846154,0.0,20.0,1,0,0,1
202202,3,0,0,0.0,0.0,0.0,66.666667,33.333333,0.0,0.0,0.0,0.0,35.0,0,1,0,1
202202,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,158.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,0,1,1,0
202202,25,0,1,3.846154,42.307692,23.076923,7.692308,11.538462,7.692308,0.0,0.0,0.0,17.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0,1,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,24.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.0,1,0,1,0
202202,3,0,0,0.0,33.333333,33.333333,0.0,0.0,0.0,33.333333,0.0,0.0,52.0,1,0,0,1
202202,8,0,0,0.0,75.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,30.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,24.0,0,1,1,0
202202,20,0,0,5.0,50.0,25.0,5.0,5.0,5.0,0.0,0.0,5.0,38.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,1,0,1,0
202202,5,0,0,0.0,0.0,20.0,40.0,20.0,20.0,0.0,0.0,0.0,37.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.0,1,0,0,1
202202,8,0,0,0.0,12.5,50.0,0.0,12.5,25.0,0.0,0.0,0.0,27.0,1,0,0,1
202202,8,0,0,25.0,25.0,12.5,12.5,12.5,12.5,0.0,0.0,0.0,19.0,1,0,0,1
202202,47,0,0,0.0,17.021277,48.93617,12.765957,12.765957,8.510638,0.0,0.0,0.0,18.0,1,0,0,1
202202,12,0,0,8.333333,8.333333,25.0,25.0,33.333333,0.0,0.0,0.0,0.0,20.0,1,0,0,1
202202,8,0,0,12.5,37.5,25.0,12.5,0.0,0.0,0.0,12.5,0.0,31.0,1,0,0,1
202202,12,0,0,0.0,41.666667,25.0,8.333333,8.333333,8.333333,0.0,8.333333,0.0,30.0,1,0,0,1
202202,12,0,0,0.0,0.0,58.333333,25.0,0.0,16.666667,0.0,0.0,0.0,21.0,0,1,1,0
202202,16,0,0,0.0,12.5,37.5,37.5,0.0,6.25,6.25,0.0,0.0,22.0,1,0,0,1
202202,16,0,0,0.0,6.25,37.5,31.25,18.75,0.0,0.0,6.25,0.0,36.0,1,0,0,1
202202,49,0,0,0.0,24.489796,40.816327,18.367347,12.244898,2.040816,2.040816,0.0,0.0,16.0,0,1,0,1
202202,7,0,0,0.0,14.285714,57.142857,14.285714,14.285714,0.0,0.0,0.0,0.0,16.0,1,0,0,1
202202,10,0,0,0.0,10.0,40.0,30.0,20.0,0.0,0.0,0.0,0.0,19.0,0,1,0,1
202202,3,0,0,0.0,0.0,33.333333,33.333333,0.0,0.0,33.333333,0.0,0.0,58.0,1,0,0,1
202202,6,0,0,50.0,0.0,16.666667,16.666667,0.0,16.666667,0.0,0.0,0.0,20.0,1,0,0,1
202202,24,0,1,4.0,52.0,12.0,8.0,12.0,4.0,4.0,0.0,0.0,18.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,155.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,159.0,1,0,0,1
202202,98,0,0,16.326531,63.265306,10.204082,1.020408,3.061224,0.0,0.0,4.081633,2.040816,21.0,1,0,0,1
202202,51,0,0,0.0,52.941176,27.45098,3.921569,11.764706,1.960784,0.0,0.0,1.960784,16.0,0,1,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,42.0,0,1,1,0
202202,60,0,0,5.0,36.666667,30.0,10.0,10.0,3.333333,3.333333,1.666667,0.0,20.0,1,0,0,1
202202,4,0,0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,19.0,1,0,1,0
202202,18,0,0,11.111111,27.777778,16.666667,11.111111,16.666667,16.666667,0.0,0.0,0.0,27.0,1,0,0,1
202202,8,0,0,0.0,0.0,62.5,12.5,25.0,0.0,0.0,0.0,0.0,18.0,0,1,1,0
202202,15,0,0,13.333333,40.0,26.666667,0.0,13.333333,0.0,6.666667,0.0,0.0,20.0,1,0,0,1
202202,8,0,0,0.0,12.5,12.5,25.0,0.0,25.0,25.0,0.0,0.0,68.0,1,0,1,0
202202,61,0,0,11.47541,29.508197,34.42623,18.032787,3.278689,0.0,1.639344,1.639344,0.0,16.0,1,0,0,1
202202,4,0,0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,50.0,0.0,164.0,1,0,1,0
202202,4,0,0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,35.0,1,0,1,0
202202,23,0,0,8.695652,39.130435,30.434783,8.695652,0.0,8.695652,4.347826,0.0,0.0,19.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67.0,1,0,0,1
202202,13,0,0,0.0,46.153846,30.769231,7.692308,7.692308,0.0,7.692308,0.0,0.0,22.0,1,0,0,1
202202,28,0,4,9.375,31.25,15.625,12.5,6.25,9.375,3.125,0.0,0.0,21.0,1,0,0,1
202202,27,0,0,3.703704,33.333333,29.62963,22.222222,3.703704,3.703704,0.0,0.0,3.703704,39.0,1,0,0,1
202202,27,0,1,0.0,60.714286,21.428571,0.0,7.142857,3.571429,0.0,3.571429,0.0,18.0,0,1,0,1
202202,7,0,0,0.0,57.142857,14.285714,14.285714,0.0,14.285714,0.0,0.0,0.0,18.0,1,0,0,1
202202,19,0,0,0.0,52.631579,26.315789,5.263158,5.263158,5.263158,5.263158,0.0,0.0,17.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,18.0,0,1,1,0
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39.0,1,0,1,0
202202,2,0,0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,33.0,0,1,1,0
202202,15,0,1,0.0,25.0,25.0,31.25,6.25,6.25,0.0,0.0,0.0,18.0,1,0,0,1
202202,85,0,3,12.5,40.909091,19.318182,5.681818,9.090909,4.545455,3.409091,1.136364,0.0,18.0,1,0,0,1
202202,6,0,0,0.0,50.0,16.666667,0.0,16.666667,16.666667,0.0,0.0,0.0,20.0,0,1,0,1
202202,44,0,0,0.0,22.727273,52.272727,15.909091,4.545455,2.272727,0.0,2.272727,0.0,18.0,0,1,0,1
202202,33,0,3,22.222222,22.222222,2.777778,16.666667,13.888889,8.333333,5.555556,0.0,0.0,29.0,1,0,0,1
202202,12,0,1,0.0,53.846154,15.384615,7.692308,0.0,15.384615,0.0,0.0,0.0,16.0,0,1,0,1
202202,48,0,0,0.0,52.083333,31.25,4.166667,4.166667,4.166667,0.0,4.166667,0.0,19.0,0,1,0,1
202202,43,0,0,27.906977,44.186047,18.604651,4.651163,0.0,0.0,0.0,2.325581,2.325581,17.0,1,0,0,1
202202,6,0,0,50.0,16.666667,0.0,0.0,16.666667,0.0,16.666667,0.0,0.0,30.0,1,0,0,1
202202,24,0,0,0.0,37.5,25.0,20.833333,8.333333,4.166667,0.0,4.166667,0.0,20.0,0,1,0,1
202202,21,0,0,19.047619,42.857143,28.571429,0.0,0.0,0.0,4.761905,4.761905,0.0,20.0,1,0,0,1
202202,22,0,0,9.090909,40.909091,31.818182,9.090909,0.0,0.0,4.545455,4.545455,0.0,20.0,1,0,0,1
202202,11,0,0,0.0,0.0,81.818182,9.090909,0.0,9.090909,0.0,0.0,0.0,16.0,0,1,1,0
202202,22,0,0,18.181818,31.818182,22.727273,4.545455,18.181818,0.0,4.545455,0.0,0.0,17.0,1,0,1,0
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,26.0,0,1,1,0
202202,177,0,2,2.234637,27.932961,32.960894,14.52514,11.731844,6.703911,1.117318,1.675978,0.0,23.0,1,0,0,1
202202,26,0,1,11.111111,18.518519,22.222222,22.222222,14.814815,7.407407,0.0,0.0,0.0,19.0,1,0,0,1
202202,9,0,0,0.0,0.0,33.333333,22.222222,22.222222,11.111111,0.0,0.0,11.111111,72.0,1,0,0,1
202202,28,0,0,0.0,35.714286,57.142857,0.0,0.0,0.0,0.0,7.142857,0.0,21.0,0,1,0,1
202202,22,0,0,27.272727,22.727273,9.090909,22.727273,0.0,9.090909,0.0,9.090909,0.0,33.0,1,0,0,1
202202,11,0,0,0.0,18.181818,54.545455,9.090909,9.090909,0.0,9.090909,0.0,0.0,24.0,0,1,0,1
202202,9,0,0,11.111111,33.333333,22.222222,11.111111,0.0,0.0,11.111111,11.111111,0.0,54.0,1,0,0,1
202202,8,0,0,0.0,0.0,75.0,12.5,12.5,0.0,0.0,0.0,0.0,16.0,0,1,0,1
202202,21,0,0,38.095238,14.285714,23.809524,4.761905,9.52381,4.761905,4.761905,0.0,0.0,18.0,1,0,0,1
202202,9,0,0,0.0,44.444444,11.111111,0.0,33.333333,11.111111,0.0,0.0,0.0,23.0,1,0,0,1
202202,11,0,1,25.0,33.333333,0.0,25.0,0.0,8.333333,0.0,0.0,0.0,16.0,1,0,0,1
202202,36,0,6,0.0,23.809524,40.47619,7.142857,4.761905,7.142857,2.380952,0.0,0.0,17.0,0,1,0,1
202202,2,0,0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,30.0,0,1,0,1
202202,20,0,1,0.0,42.857143,23.809524,4.761905,14.285714,0.0,4.761905,0.0,4.761905,61.0,1,0,0,1
202202,12,0,0,0.0,0.0,25.0,50.0,16.666667,8.333333,0.0,0.0,0.0,29.0,0,1,0,1
202202,19,0,1,45.0,20.0,10.0,5.0,0.0,0.0,0.0,10.0,5.0,45.0,1,0,0,1
202202,14,0,0,0.0,14.285714,21.428571,28.571429,28.571429,0.0,7.142857,0.0,0.0,28.0,0,1,0,1
202202,4,0,0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,20.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,56.0,0,1,1,0
202202,84,0,0,8.333333,27.380952,33.333333,19.047619,8.333333,1.190476,0.0,2.380952,0.0,17.0,1,0,0,1
202202,3,0,0,33.333333,0.0,33.333333,0.0,33.333333,0.0,0.0,0.0,0.0,19.0,1,0,0,1
202202,24,0,0,0.0,16.666667,25.0,33.333333,16.666667,8.333333,0.0,0.0,0.0,21.0,1,0,0,1
202202,11,0,1,0.0,8.333333,50.0,16.666667,16.666667,0.0,0.0,0.0,0.0,17.0,0,1,0,1
202202,16,0,0,43.75,31.25,12.5,6.25,0.0,0.0,0.0,6.25,0.0,16.0,1,0,0,1
202202,26,0,0,0.0,42.307692,34.615385,7.692308,7.692308,3.846154,0.0,0.0,3.846154,54.0,0,1,0,1
202202,170,0,0,7.647059,23.529412,27.058824,21.764706,17.058824,2.352941,0.588235,0.0,0.0,17.0,1,0,0,1
202202,16,0,0,0.0,31.25,43.75,0.0,12.5,12.5,0.0,0.0,0.0,16.0,0,1,0,1
202202,55,0,2,7.017544,33.333333,26.315789,17.54386,5.263158,0.0,1.754386,1.754386,3.508772,42.0,1,0,0,1
202202,9,0,1,20.0,30.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,35.0,1,0,0,1
202202,5,0,0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,0.0,0.0,21.0,1,0,0,1
202202,16,0,0,18.75,37.5,6.25,12.5,12.5,12.5,0.0,0.0,0.0,20.0,1,0,0,1
202202,15,0,1,62.5,12.5,6.25,6.25,0.0,0.0,0.0,0.0,6.25,93.0,1,0,0,1
202202,56,0,0,0.0,30.357143,37.5,12.5,5.357143,8.928571,1.785714,3.571429,0.0,26.0,0,1,0,1
202202,127,0,18,36.551724,26.206897,13.103448,6.206897,1.37931,1.37931,1.37931,0.689655,0.689655,17.0,1,0,0,1
202202,97,0,11,39.814815,26.851852,5.555556,6.481481,4.62963,3.703704,1.851852,0.0,0.925926,21.0,1,0,0,1
202202,176,0,23,31.658291,24.623116,11.055276,7.537688,4.522613,4.522613,3.015075,1.507538,0.0,19.0,1,0,0,1
202202,151,0,20,0.0,23.976608,38.011696,11.695906,8.77193,1.754386,3.508772,0.584795,0.0,18.0,0,1,0,1
202202,97,0,11,0.0,45.37037,27.777778,3.703704,7.407407,0.925926,1.851852,2.777778,0.0,17.0,0,1,0,1
202202,128,0,17,0.0,23.448276,31.724138,18.62069,11.034483,2.758621,0.689655,0.0,0.0,17.0,0,1,0,1
202202,75,0,12,0.0,29.885057,35.632184,8.045977,4.597701,5.747126,1.149425,1.149425,0.0,17.0,0,1,0,1
202202,28,0,0,0.0,57.142857,21.428571,10.714286,0.0,3.571429,7.142857,0.0,0.0,16.0,0,1,0,1
202202,14,0,3,23.529412,17.647059,17.647059,5.882353,5.882353,11.764706,0.0,0.0,0.0,18.0,1,0,0,1
202202,32,0,0,53.125,6.25,6.25,3.125,9.375,18.75,0.0,3.125,0.0,33.0,1,0,0,1
202202,12,0,0,41.666667,8.333333,16.666667,16.666667,8.333333,8.333333,0.0,0.0,0.0,16.0,1,0,0,1
202202,53,0,3,37.5,35.714286,5.357143,3.571429,3.571429,3.571429,0.0,5.357143,0.0,18.0,1,0,0,1
202202,16,0,0,0.0,50.0,31.25,0.0,6.25,6.25,6.25,0.0,0.0,17.0,0,1,0,1
202202,25,0,0,28.0,16.0,20.0,4.0,20.0,4.0,4.0,4.0,0.0,31.0,1,0,0,1
202202,28,0,0,53.571429,14.285714,14.285714,3.571429,7.142857,3.571429,0.0,0.0,3.571429,54.0,1,0,0,1
202202,28,0,0,10.714286,32.142857,42.857143,3.571429,0.0,3.571429,3.571429,3.571429,0.0,25.0,1,0,0,1
202202,22,0,0,18.181818,18.181818,18.181818,9.090909,9.090909,13.636364,13.636364,0.0,0.0,37.0,1,0,0,1
202202,27,0,0,29.62963,40.740741,11.111111,7.407407,0.0,0.0,7.407407,3.703704,0.0,22.0,1,0,0,1
202202,22,0,0,59.090909,9.090909,0.0,0.0,9.090909,13.636364,4.545455,4.545455,0.0,31.0,1,0,0,1
202202,17,0,0,64.705882,5.882353,0.0,0.0,5.882353,5.882353,11.764706,5.882353,0.0,35.0,1,0,0,1
202202,32,0,4,11.111111,27.777778,19.444444,2.777778,8.333333,16.666667,2.777778,0.0,0.0,26.0,1,0,0,1
202202,31,0,4,11.428571,20.0,25.714286,5.714286,2.857143,20.0,2.857143,0.0,0.0,29.0,1,0,0,1
202202,35,0,4,0.0,28.205128,35.897436,5.128205,10.25641,5.128205,5.128205,0.0,0.0,22.0,0,1,0,1
202202,24,0,5,24.137931,20.689655,13.793103,6.896552,3.448276,13.793103,0.0,0.0,0.0,21.0,1,0,0,1
202202,1,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,22.0,0,1,0,1
202202,16,0,0,0.0,18.75,25.0,25.0,25.0,6.25,0.0,0.0,0.0,24.0,1,0,0,1
202202,70,0,5,32.0,32.0,13.333333,2.666667,5.333333,1.333333,0.0,5.333333,1.333333,30.0,1,0,0,1
